city_ascii,country,lat,lng,tasmax_thresh,pr_thresh
St. Louis,United States,38.6359,-90.2451,38.32315399169926,42.77399390190836
Hezhou,China,24.4164,111.5478,34.938648071289094,36.24012831598494
Kumasi,Ghana,6.6667,-1.6167,40.36855895995988,23.058073257096154
Pingliang,China,35.5412,106.6819,31.414348754882838,31.2983872666955
Vadodara,India,22.3,73.2,43.57209045410161,73.89198906719679
Portland,United States,45.5371,-122.65,34.56654815673592,44.74169576168061
Vishakhapatnam,India,17.7042,83.2978,38.01502319335941,39.81257722992456
Gaziantep,Turkey,37.0628,37.3792,39.84327789306644,37.141465209424496
Gujranwala,Pakistan,32.1567,74.19,43.75740020751954,61.85950001701708
Fushun,China,41.8708,123.8917,34.56255004882814,39.500464987009764
Riverside,United States,33.9381,-117.3949,35.65530944823502,78.45661085844037
Quito,Ecuador,-0.22,-78.5125,26.062539062500036,35.55730914697049
Minsk,Belarus,53.9,27.5667,30.621551818847706,18.152407072484518
Bamako,Mali,12.6458,-7.9922,42.02329345702496,39.79374553263172
Tijuana,Mexico,32.525,-117.0333,31.911750183105482,61.12745389714834
Bamenda,Cameroon,5.9614,10.1517,32.55227539062503,28.25560629554096
Boosaaso,Somalia,11.2886,49.1819,43.98766998291018,9.656865268014364
Indore,India,22.7167,75.8472,42.84204711914066,72.84903294593086
Sanliurfa,Turkey,37.1583,38.7917,43.46208770751957,36.21937417890876
Karaj,Iran,35.8272,50.9489,39.5162945556641,27.600979641079924
Vienna,Austria,48.2083,16.3725,33.13838714599609,22.514453544281476
Kananga,Congo (Kinshasa),-5.897,22.4488,38.11040954589845,31.866862859576937
Peshawar,Pakistan,34.0144,71.5675,46.509386291503915,36.681060117669404
Sapporo,Japan,43.0667,141.35,29.226156311035197,40.1643622862174
Pingxiang,China,27.6333,113.85,36.43947906494145,37.61290934309344
Ecatepec,Mexico,19.6097,-99.06,35.23172576904301,26.011010921560263
Orlando,United States,28.4773,-81.337,41.27094177246096,38.819212697446325
Sacramento,United States,38.5677,-121.4685,40.53575134277344,43.26219201833009
Almaty,Kazakhstan,43.2775,76.8958,38.48796020507814,18.24941351171583
Aleppo,Syria,36.2,37.16,41.26088562011722,23.12912167981267
San Juan,Puerto Rico,18.3985,-66.061,30.492483825681862,46.933705698698546
San Antonio,United States,29.4632,-98.5238,41.33004730224011,52.061264639720335
Yinchuan,China,38.4795,106.2254,35.738239440917994,29.38431225344537
Santos,Brazil,-23.9369,-46.325,34.27052490233934,41.32151065673687
Blantyre,Malawi,-15.7861,35.0058,35.952106018066445,39.91338197886944
Thane,India,19.1972,72.9722,38.621783752441445,164.09270681440833
Bucharest,Romania,44.4325,26.1039,37.93019195556644,26.452755206264555
Curitiba,Brazil,-25.4297,-49.2711,31.358348693847688,34.02826395537705
Tainan,Taiwan,22.9833,120.1833,30.602578125000036,73.22804939746875
Xiping,China,40.082,113.2981,33.8223834228516,30.51082827150819
Multan,Pakistan,30.1978,71.4697,45.980372924804726,55.098076773807584
Port Harcourt,Nigeria,4.8242,7.0336,38.00500579833988,37.89682949893174
Jixi,China,45.2937,130.965,33.584795532226565,24.927444705739617
Saidu Sharif,Pakistan,34.75,72.3572,41.27454681396489,40.3492695260793
Warsaw,Poland,52.23,21.0111,31.84277740478518,15.022314213216301
Liaoyang,China,41.2643,123.1772,34.21708709716802,41.0146483853459
Beihai,China,21.4667,109.1,36.4111285400391,43.68164905719451
Meru,Kenya,0.05,37.65,31.742809143066438,62.9202515557409
Brazzaville,Congo (Brazzaville),-4.2694,15.2714,35.73893859863284,34.625728628598125
Fuxin,China,42.0127,121.6486,34.796160278320315,37.10029061883707
Wuwei,China,37.9278,102.6329,31.99277221679688,19.307568617630757
Mersin,Turkey,36.8,34.6333,37.73904541015628,39.43546302616596
Bhopal,India,23.25,77.4167,43.63594787597657,71.57615547068416
Lubumbashi,Congo (Kinshasa),-11.6647,27.4794,37.77671112060551,26.88082653656601
Denpasar,Indonesia,-8.65,115.2167,31.19907562255861,52.76679948717355
Davao,Philippines,7.0667,125.6,39.95277313232424,25.88537345174701
Shuyangzha,China,34.1299,118.7734,34.37732482910161,42.83986525051295
Adana,Turkey,37.0,35.3213,40.13605438232423,51.13584715873003
Damascus,Syria,33.5131,36.2919,38.2372103881836,33.52322895079851
Brussels,Belgium,50.8467,4.3525,30.281741943359407,21.172932770568917
Hyderabad City,Pakistan,25.3792,68.3683,43.285775451660186,119.15125393867493
Diyarbakir,Turkey,37.91,40.24,42.30399444580081,30.83197368308898
San Jose,United States,37.3012,-121.848,32.43893981933432,56.23587914183736
San Jose,Costa Rica,9.9325,-84.08,34.69053283691232,35.174670908600085
Chinchvad,India,18.6186,73.8037,40.207751464843795,53.6603261232376
Pittsburgh,United States,40.4397,-79.9763,35.40468322753373,31.496785406023257
Montevideo,Uruguay,-34.8836,-56.1819,32.28022827147957,69.61276645213363
Shuozhou,China,39.3408,112.4292,33.78609375000002,35.27251588180664
Cincinnati,United States,39.1413,-84.506,36.28541229248044,34.78553029149769
Benxi,China,41.292,123.761,33.65997222900393,43.08140925317984
Baiyin,China,36.5448,104.1766,30.660446777343793,20.492832669988285
Manhattan,United States,40.7834,-73.9662,34.22765441894535,53.846953958272906
Mosul,Iraq,36.34,43.13,46.120101013183614,24.35657702665778
Patna,India,25.6,85.1,43.184993591308626,61.931832656264326
Cleveland,United States,41.4764,-81.6805,34.73733703612759,29.365730755962513
Tegucigalpa,Honduras,14.1,-87.2167,33.216787414547326,25.62494622822851
Kampala,Uganda,0.3136,32.5811,37.39466522216799,23.80460755527017
Sanzhou,China,30.82,108.4,35.9368557739258,36.74905119929463
Changshu,China,31.65,120.7333,34.71888275146489,39.46001811325547
Mecca,Saudi Arabia,21.4225,39.8233,41.94971893310549,52.35716038942337
Heihe,China,50.2458,127.4886,34.053310546875025,26.61843163613232
Jingdezhen,China,29.2942,117.2036,35.948766174316404,50.81006347015505
Conakry,Guinea,9.5092,-13.7122,34.22701568603038,58.29680580273271
Caloocan City,Philippines,14.65,120.97,32.41062194824224,66.41512256115686
Indianapolis,United States,39.7771,-86.1458,35.78599243164045,33.3913446078077
Austin,United States,30.3005,-97.7522,41.010054016106515,48.548208257183425
Recife,Brazil,-8.05,-34.9,35.3410775756786,30.34238782525061
Sangereng,Indonesia,-6.2889,106.7181,38.13785461425783,28.636887419968826
Kansas City,United States,39.1238,-94.5541,37.94742553710373,50.39742227643736
Zhongli,Taiwan,24.965,121.2168,29.849807739257812,64.0084875561296
Novosibirsk,Russia,55.0333,82.9167,31.65262939453129,17.924233898520445
Bilaspur,India,22.09,82.15,44.81545013427734,50.57497774064543
Semarang,Indonesia,-6.9667,110.4167,32.21823425292973,46.637756438925784
Ludhiana,India,30.91,75.85,43.41505645751954,81.05560339987281
Stockholm,Sweden,59.3294,18.0686,26.480454711914092,16.086288149468622
Chengtangcun,China,35.0833,117.15,36.822509460449226,42.62685197219252
Balandougou,Mali,13.3558,-9.5517,42.57593841552093,34.65091343969107
Agwar,India,27.18,78.02,44.399385070800804,71.8179828152061
Agra,India,27.18,78.02,44.399385070800804,71.8179828152061
Leon de los Aldama,Mexico,21.1167,-101.6833,36.565075988769536,30.345094660297075
Puebla,Mexico,19.0333,-98.1833,33.387547912597334,25.657759141176953
Narayanganj,Bangladesh,23.62,90.5,37.572547912597656,84.49236910790198
Yopougon,Côte d'Ivoire,5.3167,-4.0667,36.72872406005805,33.94143941625948
Hebi,China,35.7497,114.2887,38.520686035156245,36.51418142113834
Shiraz,Iran,29.61,52.5425,40.51425994873051,62.787806237116456
Cordoba,Argentina,-31.4167,-64.1833,37.607509155273476,76.53772687912
Madurai,India,9.9252,78.1198,37.41287567138676,60.35157694481313
Huzhou,China,30.8925,120.0875,35.91653503417973,37.738849064335156
Tabriz,Iran,38.0814,46.3006,37.521928710937516,22.73848889116198
Jamshedpur,India,22.7925,86.1842,43.73362243652349,56.01907031983134
Columbus,United States,39.9862,-82.9855,35.755406188964855,28.494809886440745
Sofia,Bulgaria,42.7,23.33,32.442964172363304,29.89815275743596
Kawasaki,Japan,35.5167,139.7,33.394143066406286,48.17222070693964
Zhangjiajie,China,29.1255,110.4844,34.15434875488285,34.595922186970654
Palembang,Indonesia,-2.9861,104.7556,37.25173400878907,26.11176683753729
Aba,Nigeria,5.1167,7.3667,38.09337310791017,34.90863030776381
Kobe,Japan,34.69,135.1956,36.555437622070315,49.16617608815429
Jiaxing,China,30.7522,120.75,35.588811035156255,39.77202451787889
Charlotte,United States,35.2083,-80.8303,38.10464904784929,44.239813148975216
Guiping,China,23.4,110.0833,35.814007568359386,36.88352052122352
Lianjiang,China,21.6146,110.2794,35.310762023925804,42.388968380167974
Ximeicun,China,24.9633,118.3811,35.82132843017581,43.90325060114272
Jianguang,China,28.1958,115.7833,37.289570007324244,41.67073555290701
Yucheng,China,29.9888,103.0007,31.911119079589866,23.34040976129472
Xushan,China,30.1697,121.2665,34.94645263671879,45.452916808426316
Virginia Beach,United States,36.7335,-76.0435,36.06704376220705,42.897007919847965
Panama City,Panama,8.9833,-79.5167,36.394684143066456,34.116028491407754
Belem,Brazil,-1.4558,-48.5039,37.92137176513677,28.46993529796602
Leizhou,China,20.9147,110.0806,35.737837219238315,44.44820590317247
Gwangju,South Korea,35.1653,126.8486,33.53117431640629,86.32244970649481
Nasik,India,20.0,73.78,40.226658020019556,63.82004852592949
Porto Alegre,Brazil,-30.0331,-51.23,34.564676208490866,40.86361852660774
Valencia,Venezuela,10.1667,-68.0,36.6747625732422,31.569782872684232
Onitsha,Nigeria,6.1667,6.7833,38.84825073242189,35.856222432106776
Abu Dhabi,United Arab Emirates,24.4667,54.3667,42.8719717407227,36.33852581586689
Zapopan,Mexico,20.7167,-103.4,37.065840759277364,29.015366557985494
Daejeon,South Korea,36.351,127.385,33.66166961669927,71.99676921218632
Bronx,United States,40.8501,-73.8662,34.22765441894535,53.846953958272906
Yekaterinburg,Russia,56.8356,60.6128,30.85925689697268,16.68955456651739
Huazhou,China,32.6832,112.079,36.83304077148438,31.399057058617416
Kyoto,Japan,35.0117,135.7683,36.05030456542971,53.37891163676977
Jinhua,China,29.1046,119.6494,37.28977447509766,40.083672445267446
Shuangyashan,China,46.6388,131.1545,33.61457946777347,25.2940019108355
Amsterdam,Netherlands,52.3728,4.8936,27.59714752197266,23.684354284778244
Pizhou,China,34.3422,118.0097,35.56555877685548,43.05036727711556
El Kelaa des Srarhna,Morocco,32.0481,-7.4083,40.772069091796055,47.330486588180065
Kharkiv,Ukraine,49.9925,36.2311,33.88105377197269,20.793037803377956
Dakar,Senegal,14.6928,-17.4467,33.38768981933595,47.628640523180216
Yangshe,China,31.8775,120.5512,34.4207998657227,38.15614412538709
Guyuan,China,36.008,106.2782,30.247630615234414,26.09329691156744
Rui'an,China,27.778,120.6526,35.18905090332032,42.42140302620823
Muscat,Oman,23.6139,58.5922,39.549098510742226,46.69140566512937
Wenling,China,28.3797,121.3718,33.21367767333987,48.97833793982861
Gaozhou,China,21.9135,110.8481,35.78940612792974,45.52315581589936
Faridabad,India,28.4167,77.3,42.994530639648474,76.11229225248096
Chizhou,China,30.6583,117.4849,35.8979214477539,42.466302953660474
Khulna,Bangladesh,22.8167,89.55,37.787629089355505,63.63311421498655
Ulaanbaatar,Mongolia,47.9203,106.9172,30.772560424804738,27.940992305986587
Goiania,Brazil,-16.6667,-49.25,39.37543029785161,26.679350562393665
Fuqing,China,25.7232,119.3735,35.344587707519565,56.41217334754767
Kayseri,Turkey,38.7225,35.4875,34.6280197143555,21.510454639792442
Tel Aviv-Yafo,Israel,32.08,34.78,36.42644531250005,47.797623462975025
Wuzhong,China,37.9874,106.1919,34.73160797119141,26.61144930124283
Pingdu,China,36.7833,119.9556,33.877891845703175,54.101627491414554
Belgrade,Serbia,44.82,20.46,37.84838195800785,23.276560328900807
Aurangabad,India,19.88,75.32,43.02617126464844,68.38155521638683
Yangquan,China,37.8576,113.5762,35.14076904296877,30.673880595713896
Yutan,China,28.3147,112.554,36.286333007812516,34.38406123593449
Copenhagen,Denmark,55.6761,12.5683,28.870250244140664,19.30957012809813
Milan,Italy,45.4669,9.19,35.26357421875002,41.970643904060125
Huangshan,China,29.7132,118.3151,33.94975158691409,45.34074280410997
Auckland,New Zealand,-36.8406,174.74,25.923744506835988,40.40605409536516
Milwaukee,United States,43.0642,-87.9675,33.67730621337893,36.281748865731
Makassar,Indonesia,-5.1619,119.4362,31.672071533203166,39.31878763809799
Liangshi,China,27.2578,111.7351,34.71676361083985,30.94494830165058
Samsun,Turkey,41.2903,36.3336,35.92710296630861,23.539625890553108
Rajkot,India,22.3,70.7833,41.95819122314458,108.0618644803762
Prague,Czechia,50.0875,14.4214,32.27296051025394,16.503833272028707
Barranquilla,Colombia,10.9833,-74.8019,38.75229675292408,46.502688825130456
Al Basrah,Iraq,30.515,47.81,47.52572937011723,25.789010189473608
Saitama,Japan,35.8614,139.6456,33.85986877441411,45.89757779426885
Guarulhos,Brazil,-23.4628,-46.5328,33.19558563232256,28.818095449358154
Juarez,Mexico,31.7386,-106.487,42.38363250732384,25.58745877817276
Mandalay,Myanmar,21.9831,96.0844,43.86895904541018,41.800062225200236
Xintai,China,35.91,117.78,35.773071899414106,46.45433619059604
Wusong,China,30.9333,117.7667,35.54877563476566,41.27919774502521
Meerut,India,28.98,77.71,42.576274108886764,84.17952811717988
Yushu,China,44.8249,126.5451,34.494922485351594,25.637083207257096
Rongcheng,China,26.2312,104.0966,28.319135437011766,23.574268556199943
Baishan,China,41.9377,126.4179,32.711826477050806,34.35988373681903
Dayan,China,26.8808,100.2208,21.870502929687518,24.270691126585017
Adelaide,Australia,-34.9275,138.6,40.03685455322267,35.991691622882996
Haicheng,China,40.8523,122.7474,33.575133972167976,46.26718316227199
Tripoli,Libya,32.8872,13.1914,37.06065093994141,34.99845701828589
Tripoli,Lebanon,34.4367,35.8344,36.0663088989258,37.38391762599349
Jiangyin,China,31.9087,120.2653,34.65576446533203,36.664624253287926
Yicheng,China,31.3697,119.8239,35.31253997802736,39.31023885123427
Cacuaco,Angola,-8.8053,13.2444,32.363669128417996,51.66418275609616
Porto,Portugal,41.1621,-8.622,31.08749298095276,43.34514429420233
Rosario,Argentina,-32.9575,-60.6394,37.930296020507754,58.134300448000374
Canagatan,Philippines,18.0,121.8,31.24546539306641,49.54676268808544
Soweto,South Africa,-26.2678,27.8585,35.403973388671886,36.89578961580992
Providence,United States,41.823,-71.4187,33.4422830200192,57.817321630194805
Helsinki,Finland,60.1708,24.9375,28.75684204101566,21.753896489739414
Jabalpur,India,23.1667,79.9333,44.17374603271486,58.56937865540383
Rucheng,China,32.3852,120.5634,33.767299194335976,39.77970806602387
Nizhniy Novgorod,Russia,56.3269,44.0075,31.265532836914076,17.168323142454028
Huaiyin,China,33.5819,119.028,34.70249084472658,40.242521538399096
Ahvaz,Iran,31.3203,48.6692,48.11860260009769,36.2281715562567
Jepara,Indonesia,-6.5333,110.6667,32.14693603515627,52.76569870859382
Comayaguela,Honduras,14.0981,-87.2097,33.216787414547326,25.62494622822851
Laiwu,China,36.1833,117.6667,35.784438476562514,44.71507550776005
Sharjah,United Arab Emirates,25.3575,55.3908,43.298458557128924,40.67581827286632
Jingling,China,30.6667,113.1667,35.67857482910159,35.62943363003433
Kalamboli,India,19.2333,73.1333,39.450339660644545,120.51920346915747
Kazan,Russia,55.7964,49.1089,32.52338958740239,18.874059313908266
Yongcheng,China,33.9317,116.4459,36.91979431152345,39.446194510906935
Sumedang,Indonesia,-6.84,107.9208,34.40339263916019,33.91320244409144
Calgary,Canada,51.05,-114.0667,29.920896911616964,24.974011793732597
Can Tho,Vietnam,10.0333,105.7833,39.3901971435547,33.94231448695064
Suwon,South Korea,37.2667,127.0167,33.02390350341801,78.4261909872293
Yiwu,China,29.3081,120.0698,36.998518371582065,40.120255504734814
Bagam,Indonesia,1.0833,104.0333,35.49557312011723,32.75585253071029
Beidao,China,34.602,105.918,32.481140747070356,23.628291070461227
Vasai,India,19.47,72.8,38.77622039794926,176.53043697774348
Xiangshui,China,26.5964,104.8314,27.45823028564456,22.295706541277468
Jacksonville,United States,30.3322,-81.6749,38.77912292479887,46.08127550035705
Akcaabat,Turkey,41.0167,39.55,41.39363708496097,21.038208684884008
Dadukou,China,26.5849,101.7149,33.14328704833986,27.197527393698692
Campinas,Brazil,-22.9058,-47.0608,35.1832550048791,27.727943245321548
Lingcheng,China,22.7,110.35,35.28328369140627,37.97653254680327
Vila Velha,Brazil,3.2167,-51.2167,35.63139648436958,33.66616641730071
Mombasa,Kenya,-4.05,39.6667,36.14131683349609,35.03737362474203
Najafgarh,India,28.6092,76.9798,42.82629852294923,85.34130083397024
Xinyu,China,27.795,114.9242,37.156944580078175,39.604141250252766
Chelyabinsk,Russia,55.15,61.4,32.71894836425781,15.878049450460821
Qom,Iran,34.64,50.8764,44.11486572265625,20.19027876388283
Hargeysa,Somalia,9.5631,44.0675,35.19418457031253,48.92829687148335
Zhangye,China,38.9355,100.4553,30.529952087402364,22.717142949812118
Gazipura,Bangladesh,23.9889,90.375,37.85665405273437,87.13933825492859
Varanasi,India,25.3189,83.0128,44.96823333740235,57.16780498623848
Hiroshima,Japan,34.3914,132.4519,34.123750305175804,62.3539896402509
Chiang Mai,Thailand,18.7953,98.9986,42.34897491455081,25.540754520334257
Maiduguri,Nigeria,11.8333,13.15,45.835294494628954,60.46630791574712
Maputo,Mozambique,-25.9667,32.5833,37.633880920410206,42.361511126160586
Mbandaka,Congo (Kinshasa),0.0478,18.2558,36.61806335449222,30.95936737954611
Doha,Qatar,25.2867,51.5333,45.03915893554688,38.20242193713784
Medina,Saudi Arabia,24.47,39.61,45.52208923339845,59.697098247706904
Srinagar,India,34.09,74.79,32.205061340332065,43.91836407780645
Omsk,Russia,54.9667,73.3833,33.03589660644536,15.68178340326996
Liaoyuan,China,42.8976,125.1381,34.25217620849611,33.73667903523892
Yingtan,China,28.2333,117.0,36.755640563964846,45.54401594214123
Cilacap,Indonesia,-7.7167,109.017,31.089764099121112,55.8731006830931
Dublin,Ireland,53.35,-6.2603,23.20470581054382,20.605164941400144
Pikine,Senegal,14.75,-17.4,33.337028503417734,47.381268851459026
Samara,Russia,53.2028,50.1408,34.44366241455083,18.90773967839777
Guankou,China,28.1417,113.625,36.21064361572269,35.630604917183454
Bandar Lampung,Indonesia,-5.45,105.2667,36.912614746093766,23.84463291149589
Ulsan,South Korea,35.55,129.3167,31.73680877685547,85.83009580895285
Dingzhou,China,38.5158,114.9845,38.6117178344727,30.158431495539833
Lianyuan,China,27.6961,111.6659,34.96104217529302,31.153882417827845
Dhanbad,India,23.7998,86.4305,42.77194854736331,58.39101400226359
Nay Pyi Taw,Myanmar,19.7475,96.115,42.83202941894535,40.04410134628411
Kaiyuan,China,36.0656,113.8153,37.07990051269536,32.74473035708073
Zhuji,China,29.7169,120.2314,36.80110137939454,40.70615430828184
Kigali,Rwanda,-1.9536,30.0606,31.77597229003908,18.847023351117965
Leiyang,China,26.4179,112.8457,36.374500122070344,32.478283401578594
Benin City,Nigeria,6.3333,5.6222,39.80094177246099,37.65120351780206
Bafoussam,Cameroon,5.4667,10.4167,31.991872253417966,26.27118683885783
Xiantao,China,30.3833,113.4,35.89765319824221,37.693026892840884
Rostov,Russia,47.2333,39.7,36.65613006591798,25.81954663619399
Salt Lake City,United States,40.7776,-111.9311,34.50133392333519,28.061585420742603
Bukavu,Congo (Kinshasa),-2.5,28.8667,30.64188568115236,23.188021380454305
Amritsar,India,31.64,74.86,42.6737295532227,100.72635246813277
Shagamu,Nigeria,6.8333,3.65,40.63409637451173,33.1033974420279
Yingchuan,China,34.1511,113.4733,37.02144073486329,34.46423458401112
Aligarh,India,27.88,78.08,43.562273559570315,83.72225811704995
Callao,Peru,-12.0333,-77.1333,31.23531311035157,13.281944529153417
Tbilisi,Georgia,41.7225,44.7925,36.924670104980464,23.148651799187064
Guwahati,India,26.1722,91.7458,34.63266479492188,83.68343072757128
Ufa,Russia,54.7261,55.9475,33.634804687500036,17.016676208004355
Fes,Morocco,34.0433,-5.0033,38.5801693725586,36.74640901386738
Ciudad Nezahualcoyotl,Mexico,19.4081,-99.0186,34.96348358154302,28.746808117255586
Sao Luis,Brazil,-2.5283,-44.3044,36.8874111938477,26.17320175375789
Bien Hoa,Vietnam,10.95,106.8167,39.95369903564455,35.851737393066294
Mexicali,Mexico,32.6633,-115.4678,45.78848144530984,20.126777335535753
Sevilla,Spain,37.24,-5.99,40.73876190185547,37.11174725554891
Ikare,Nigeria,7.5167,5.75,38.42631347656254,32.37047999817877
Nashville,United States,36.1715,-86.7842,37.34439971923831,45.046289965510375
Xibeijie,China,39.737,98.5049,33.34718475341799,26.9858591342344
Tamale,Ghana,9.4075,-0.8533,40.91940887451133,28.698775763623424
Yuyao,China,30.0372,121.1546,36.26050964355471,43.09470223076627
Hanchuan,China,30.652,113.8274,36.35480743408203,40.93953546043461
Gongzhuling,China,43.5036,124.8088,34.11755462646488,30.705631580203864
N'Djamena,Chad,12.11,15.05,47.48049987792973,67.58041924796996
Krasnoyarsk,Russia,56.0089,92.8719,31.017826538085956,14.997257594950499
Cologne,Germany,50.9364,6.9528,32.32088195800782,19.592217684723416
Zhufeng,China,36.0,119.4167,33.683663635253936,46.992391459643834
Ezhou,China,30.3972,114.8842,36.910780029296916,39.691105775535135
Nur-Sultan,Kazakhstan,51.1472,71.4222,35.56811431884768,14.196351445745679
Sao Goncalo,Brazil,-22.8269,-43.0539,34.87061370849098,28.783274651505053
Nezahualcoyotl,Mexico,19.4006,-99.0148,34.96348358154302,28.746808117255586
Nouakchott,Mauritania,18.0858,-15.9785,39.43817871093723,45.043812811374636
Haora,India,22.58,88.3294,40.71539764404298,57.332301579415784
Tongjin,South Korea,37.2333,127.2,33.58386596679691,81.12215921469029
Xiashi,China,30.5333,120.6833,36.210139160156245,37.02629645168781
Yerevan,Armenia,40.1814,44.5144,36.09001098632814,18.182665759697542
Bujumbura,Burundi,-3.3833,29.3667,36.482525634765636,19.481497240718408
Bishkek,Kyrgyzstan,42.8747,74.6122,35.829245300292996,19.288340938277532
Vereeniging,South Africa,-26.6736,27.9319,36.69183502197268,34.883803848177195
Taixing,China,32.1724,120.0142,34.555659179687495,36.637207232415655
Ranchi,India,23.36,85.33,41.15948577880863,61.71745421737447
Gwalior,India,26.2215,78.178,44.40781341552736,66.27713799476622
Zhongwei,China,37.5139,105.1884,34.32971008300785,27.511964784935117
Oslo,Norway,59.9133,10.7389,28.434869995117197,25.655145345255825
Edmonton,Canada,53.5344,-113.4903,30.459125671382456,19.154517106711815
Raleigh,United States,35.8324,-78.6429,38.871293945311784,40.80512490402902
Goyang,South Korea,37.65,126.8,32.70057525634769,75.64307401701808
Sendai,Japan,38.2682,140.8694,32.41815185546875,46.69443577341729
Mizhou,China,35.99,119.3801,32.476518554687516,50.61213907599454
Xishan,China,27.6609,113.4946,36.86802337646486,35.02911788597704
Barquisimeto,Venezuela,10.0678,-69.3467,35.04584899902154,29.44254941493274
Hegang,China,47.3139,130.2775,33.7522885131836,26.393254347145554
Tunis,Tunisia,36.8064,10.1817,38.184919738769565,30.239919788204105
Chandigarh,India,30.75,76.78,39.0289541625977,67.57856123149395
Voronezh,Russia,51.6717,39.2106,33.672829589843786,18.796459176577628
Vijayawada,India,16.5193,80.6305,42.1816653442383,58.58757238089964
Perm,Russia,58.0139,56.2489,31.138439025878938,15.518400287255643
Fangchenggang,China,21.6,108.3,36.01792205810551,36.4726328132673
Changwon,South Korea,35.2708,128.6631,32.88556091308595,88.15120613202461
Shouguang,China,36.8833,118.7333,36.95819824218751,46.25619569420809
Cartagena,Colombia,10.4,-75.5,38.668971557616835,43.60917308740317
Memphis,United States,35.1087,-89.9663,38.41296661376742,57.177912153303694
Jodhpur,India,26.28,73.02,44.45675964355473,75.99275447800795
Matola,Mozambique,-25.9667,32.4667,38.427538757324214,36.4923873078078
Ogbomoso,Nigeria,8.1333,4.25,39.453243713378924,33.105281962081754
Sanya,China,18.2533,109.5036,31.725911254882817,75.66575031727562
Rangapukur,Bangladesh,25.56,89.25,36.920739135742224,77.48204664140931
Bogor,Indonesia,-6.5966,106.7972,37.34256652832033,34.43599180318415
Wutong,China,30.6326,120.5474,36.210139160156245,37.02629645168781
Linhai,China,28.8523,121.1409,34.55700103759767,43.7692273389548
Managua,Nicaragua,12.1544,-86.2738,37.31535675048243,31.51377324387426
Shymkent,Kazakhstan,42.3167,69.5958,38.933415527343755,27.962831027805812
Denizli,Turkey,37.7667,29.0833,39.964337158203136,29.91497553884983
Niamey,Niger,13.515,2.1175,43.98849395751955,55.63680806010956
Shubra al Khaymah,Egypt,30.1286,31.2422,39.78677734375003,10.25826323311776
Maceio,Brazil,-9.6658,-35.735,34.924436035150435,29.253377337008686
Wafangdian,China,39.6271,121.9972,30.87344848632813,57.08195049315688
Louisville,United States,38.1663,-85.6485,36.88822174071693,37.64767290931196
Zhongxiang,China,31.169,112.5853,35.59016021728519,36.55450027808548
Monrovia,Liberia,6.3133,-10.8014,34.87655151367187,44.184246461838335
Odesa,Ukraine,46.4775,30.7326,33.2694049072266,24.607084393501275
Volgograd,Russia,48.7086,44.5147,36.92143218994141,22.185234976932467
Islamabad,Pakistan,33.6931,73.0639,41.89655090332036,61.885885410010864
Xinyi,China,22.3559,110.9369,35.317779846191456,43.278148882091116
Thu Duc,Vietnam,10.8266,106.7609,39.95369903564455,35.851737393066294
Raipur,India,21.25,81.63,44.78175201416019,49.124255374073954
Arequipa,Peru,-16.4,-71.5333,32.11585571288668,19.50991132669148
Richmond,United States,37.5295,-77.4756,38.642817077630966,44.72400198318061
Zaoyang,China,32.1287,112.7581,36.11851959228517,33.24891890678553
Buffalo,United States,42.9018,-78.8487,32.88428253173828,32.54847005568438
Xingyi,China,25.091,104.9011,31.250493164062505,29.49042480904609
Shuizhai,China,33.4433,114.8994,37.118796081542996,42.07536678202452
Kota,India,25.18,75.83,44.23929199218753,71.20330444537103
Quetta,Pakistan,30.1833,67.0,36.30205383300785,48.444883681833744
Tirana,Albania,41.3289,19.8178,35.21013275146487,40.97634900547563
Pago Pago,American Samoa,-14.274,-170.7046,28.97194122314454,34.72867440897969
Andorra la Vella,Andorra,42.5,1.5,25.609717407226583,47.42168384045359
Saint John's,Antigua and Barbuda,17.1167,-61.85,31.494100646967397,59.275701116770485
Oranjestad,Aruba,12.5186,-70.0358,28.58650787353234,21.21277276519686
Manama,Bahrain,26.225,50.5775,46.153907775878906,39.68826229870323
Bridgetown,Barbados,13.0975,-59.6167,30.841524658201966,41.51800604537127
Belize City,Belize,17.4986,-88.1886,35.33620239257408,40.07036785036326
Cotonou,Benin,6.3667,2.4333,39.98656951904297,27.949742887169144
Hamilton,Bermuda,32.2942,-64.7839,31.869537353515625,37.335379868745825
Thimphu,Bhutan,27.4722,89.6361,18.905935058593798,63.08044551685454
Kralendijk,"Bonaire, Sint Eustatius, and Saba",12.1444,-68.2656,28.979821777339435,20.15595082193613
Sarajevo,Bosnia and Herzegovina,43.8564,18.4131,32.37061096191411,35.813111672177904
Gaborone,Botswana,-24.6581,25.9122,40.29598907470705,40.19600164890292
Road Town,British Virgin Islands,18.4167,-64.6167,31.237309570312064,54.827540874481215
Bandar Seri Begawan,Brunei,4.8903,114.9422,35.647932434082065,43.69619690626854
Praia,Cabo Verde,14.918,-23.509,28.79455749511622,51.71973556280136
George Town,Cayman Islands,19.2866,-81.3744,32.3426113891602,35.0374105386436
Bangui,Central African Republic,4.3733,18.5628,42.62966674804687,29.254907805472627
Moroni,Comoros,-11.699,43.256,28.530943298339878,51.98415476828825
Avarua,Cook Islands,-21.207,-159.771,24.29402282714579,44.4822433870285
